"code_tract","mean_age","mode_age","imputed"
"350160805000019",34.7639751552795,"idade_30a39",FALSE
"350160805000020",36.994019138756,"idade_40a49",FALSE
"350160805000021",37.8013803680982,"idade_30a39",FALSE
"350160805000022",39.6274671052632,"idade_20a29",FALSE
"350160805000023",38.6636029411765,"idade_20a29",FALSE
"350160805000024",44.2425997425997,"idade_70",FALSE
"350160805000025",37.4535558780842,"idade_30a39",FALSE
"350160805000026",40.1763456090652,"idade_50a59",FALSE
"350160805000027",35.4475951184494,"idade_40a49",FALSE
"350160805000028",38.4472049689441,"idade_50a59",FALSE
"350160805000029",39.9315476190476,"idade_20a29",FALSE
"350160805000030",36.8731884057971,"idade_20a29",FALSE
"350160805000031",40.6574074074074,"idade_20a29",FALSE
"350160805000032",41.9328271028037,"idade_40a49",FALSE
"350160805000033",42.3162291169451,"idade_40a49",FALSE
"350160805000034",40.2916181606519,"idade_50a59",FALSE
